PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.185 uM,Total_Fluorescence-Activity at 0.370 uM,Total_Fluorescence-Activity at 0.739 uM,Total_Fluorescence-Activity at 1.479 uM,Total_Fluorescence-Activity at 2.959 uM,Total_Fluorescence-Activity at 5.916 uM,Total_Fluorescence-Activity at 11.83 uM,Total_Fluorescence-Activity at 23.66 uM,Total_Fluorescence-Activity at 47.32 uM,Total_Fluorescence-Activity at 94.62 uM,Total_Fluorescence-Activity at 143.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.185 uM,FP-Activity at 0.370 uM,FP-Activity at 0.739 uM,FP-Activity at 1.479 uM,FP-Activity at 2.959 uM,FP-Activity at 5.916 uM,FP-Activity at 11.83 uM,FP-Activity at 23.66 uM,FP-Activity at 47.32 uM,FP-Activity at 94.62 uM,FP-Activity at 143.8 uM,FP-Activity at 287.5 uM,Compound QC
95,49646104,24747418,CCOC1=CC2=C(C=C1)N(C(=O)C2NC(=O)C)CCN3CCOCC3.Cl,Inconclusive,20,,,Inhibitor,79.6214,67.9445,,,,,,,,4,,-2.0777,,,,,,,,,,0.0172,-1.3789,-0.5538,1.6828,0.6178,0.7618,1.7206,1.0411,1.3076,-0.7737,0.3647,-2.0777,,,Single point of activity,-4.099,4.9549,0.9218,-64.3853,3.5592,-3,0 0 0 0 0 0 0 0 0 0 0 0,-56.5217,,,,,,,,,,12.2939,3.4483,-2.5487,2.8486,6.4468,-6.5967,9.8951,4.6477,4.3478,0.1499,-9.4453,-56.5217,,,QC'd by InterBioScreen
96,49649498,5299607,CC1=CC(=O)N(C2=C1C=C(C=C2)S(=O)(=O)NC3=C(C(=CC=C3)F)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.0537,,,,,,,,,,1.5459,-0.9106,-1.2189,-0.0331,0.8478,-3.0408,0.0065,-0.9257,-0.0529,0.5042,0.6383,-0.0537,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 1 0,-11.3636,,,,,,,,,,0.7576,2.7273,-5.4545,7.4242,5.1515,-5.9091,0.303,0.303,9.0909,-10.1515,7.1212,-11.3636,,,QC'd by Chem Div
97,49665366,24761083,CN1CCN(CC1)CC(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.6263,,,,,,,,,,-5.4146,-3.8133,-3.0062,3.0603,1.7699,1.5837,2.1215,2.3756,2.6822,1.1824,1.3444,3.6263,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0,0.1515,,,,,,,,,,-11.9697,2.1212,-3.9394,-15.6061,0.7576,6.3636,7.2727,-2.5758,3.1818,0.4545,5.1515,0.1515,,,QC'd by Asinex Ltd.
98,24799896,16191566,CCN(CCN1C=CC=N1)CC2=CC=CC=C2OCC(CN3CCC4=CC=CC=C4C3)O,Inconclusive,21,,,Inhibitor,79.4328,47.7562,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,29.4545,,,,,,,,,,-0.5154,-0.2649,-2.51,-1.2406,1.1529,1.9056,1.3927,2.7156,5.8014,13.6435,25.2309,29.4545,,,Partial curve; partial efficacy,-4.1,3.0654,0.9324,-47.8389,-0.0828,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-36.2416,,,,,,,,,,0.1119,-1.566,3.915,-5.8166,4.5861,-0.1119,-1.7897,-2.349,2.6846,-2.6846,-12.4161,-36.2416,,,QC'd by ChemBridge
99,49644438,135468594,CC1=C2C(=CC=C1)C(=CC(=N2)C)N/N=C/C3=CC=C(C=C3)O,Active,42,,,Inhibitor,70.9627,112.833,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-15.5328,,,,,,,,,,-3.5401,-4.6232,-3.7047,2.9001,0.2458,1.4344,1.8931,3.1321,1.2564,-0.7061,-5.9692,-15.5328,,,Partial curve; high efficacy,-4.149,4.5045,0.9509,-116.673,-3.8394,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-104.546,,,,,,,,,,-16.5152,-9.0909,-7.7273,-12.7273,2.2727,1.3636,5.1515,-1.3636,1.8182,0.1515,-36.8182,-104.546,,,QC'd by Asinex Ltd.
100,49647219,442985,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,29.5545,,,,,,,,,,-3.2164,-3.8312,-1.9905,-0.4693,2.7916,3.7097,3.4678,7.4446,13.5818,19.606,29.8084,29.5545,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0,28.7879,,,,,,,,,,-20,-16.9697,-4.8485,12.5758,8.4848,-9.8485,-2.1212,5.7576,5.7576,13.6364,16.6667,28.7879,,,QC'd by InterBioScreen
101,11114291,6604950,C1C2=CC=C(CNC3=CC=[N+](CC4=CC=CC(=C4)C[N+]5=CC=C(N1)C6=CC=CC=C65)C7=CC=CC=C37)C=C2.C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-],Active,83,,,Inhibitor,100,123.142,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,1.226,,,,,,,,,,-7.7102,-4.8103,-4.5165,-2.7161,-0.4281,0.5638,0.8175,2.0475,-2.0758,1.2513,-1.1947,1.226,,,Complete curve; high efficacy,-4,3.132,0.9956,-125.56,-2.4187,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-119.581,,,,,,,,,,,,1.3547,-0.2463,-4.1872,-3.9409,-3.9409,0,-2.9557,-8.4975,-4.4335,-37.3153,-96.4286,-119.581,QC'd by Tocris
102,24821927,54679723,C1=CC=C(C(=C1)CN2C3=CC=CC=C3C(=CC2=O)O)F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-8.2702,,,,,,,,,,0.8614,-0.3854,-0.7944,-0.3261,1.5844,1.4982,0.1467,-0.1045,-0.1825,-1.5189,-4.1034,-8.2702,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-12.4438,,,,,,,,,,3.7481,-0.2999,-1.0495,0.8996,1.949,0.1499,-4.1979,-1.949,-0.4498,-9.8951,-11.5442,-12.4438,,,QC'd by Asinex Ltd.
103,17505338,1107365,C1=CSC(=C1)C(=O)NC2=CC=C(C=C2)OC3=CC4=C(C=C3)C(=O)N(C4=O)C5=CC=C(C=C5)O,Inconclusive,10,,,Fluorescent,79.4328,49.895,,Complete curve; partial efficacy,-4.1,3.0654,0.973,44.8016,-5.0934,1.2,0 0 0 0 0 0 0 0 0 0 0 0,43.9231,,,,,,,,,,,,-8.4112,-6.7707,-5.6869,-3.9103,-3.283,-1.2223,-2.2529,-6.142,-7.781,19.1183,36.8109,43.9231,Complete curve; partial efficacy,-4.799,2.7202,0.9772,-61.5,1.8485,-1.2,0 0 0 0 0 0 0 0 0 0 0 1,30.4545,,,,,,,,,,-7.1212,1.8182,4.0909,4.0909,4.697,2.4242,0,-3.4848,-23.9394,-54.2424,-56.8182,30.4545,,,QC'd by Asinex Ltd.
104,14745133,9551967,C1=CC=C(C=C1)C2=NC(=C(N=N2)C3=CC=C(C=C3)Cl)C4=CNC5=CC=CC=C54,Inconclusive,20,,,Inhibitor,22.3872,52.6815,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,16.4702,,,,,,,,,,-1.9521,-0.7726,-0.7789,0.7518,2.044,1.0702,0.3048,-1.3009,-5.6496,-5.3011,6.0165,16.4702,,,Complete curve; partial efficacy,-4.65,3.99,0.9506,-47.5623,5.1192,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-38.0783,,,,,,,,,,5.5753,6.2871,2.2539,10.2017,4.5077,4.1518,2.1352,4.3891,-3.3215,-31.1981,-57.414,-38.0783,,,QC'd by Specs
105,7977499,1323703,CC1(CN=C(S1)N2CCN(CC2)C3=C4C5=C(CCCC5)SC4=NC=N3)C,Active,82,,,Inhibitor,14.1589,114.338,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,21.865,,,,,,,,,,-5.021,-3.1821,1.2402,-2.5119,-0.2389,-0.957,-2.67,-9.0067,-8.8481,-0.2369,10.2683,21.865,,,Complete curve; high efficacy,-4.849,1.4641,0.9814,-117.067,-2.7286,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-107.796,,,,,,,,,,-7.4963,-13.943,-4.048,-1.4993,0.5997,1.3493,-13.943,-40.7796,-58.021,-85.3073,-101.649,-107.796,,,QC'd by DPISMR
106,17512765,3431642,C1=CC=C2C(=C1)C=C(C(=N)O2)C3=NC(=CS3)C4=CC=C(C=C4)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.0892,,,,,,,,,,-10.2594,-6.7701,-6.8776,-4.2104,-2.9823,-2.7799,-1.3071,-2.1282,-0.9431,-3.1542,-9.5458,-5.0892,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,-6.2969,,,,,,,,,,-4.7976,0,-0.2999,-0.1499,3.7481,-1.3493,4.4978,0.4498,5.8471,-14.3928,-18.5907,-6.2969,,,QC'd by InterBioScreen
107,26753749,6293,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,Inconclusive,10,,,Quencher,125.892,65.8463,,Partial curve; partial efficacy,-3.9,2.5334,0.9938,-64.3466,1.4997,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-56.8829,,,,,,,,,,,,2.2991,2.716,3.1223,2.7679,1.6902,-0.7376,1.4544,0.5502,-4.5149,-10.0622,-37.6903,-56.8829,Partial curve; high efficacy,-3.85,3.5117,0.9748,-125.649,-0.6862,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-130.884,,,,,,,,,,,,2.3661,2.9888,-1.868,0.1245,-5.8531,-6.1021,-0.2491,6.3512,-1.7435,-18.4309,-59.0286,-130.884,QC'd by Timtec
108,17514493,4620915,CC1CCCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C4=NC5=CC=CC=C5N4,Inconclusive,20,,,Inhibitor,31.6228,76.6071,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 1,7.3401,,,,,,,,,,,,0.4163,1.9584,0.3645,-0.7052,32.2784,1.175,-1.3762,-9.2804,-13.0905,-5.3801,3.3406,7.3401,Partial curve; partial efficacy,-4.5,2.1876,0.9394,-69.6071,7,-2.2,0 0 0 0 0 0 0 0 0 0 1 1,39.3524,,,,,,,,,,,,11.3325,3.1133,1.3699,6.4757,20.1743,-1.2453,0.8717,-7.0984,-38.2316,-58.5305,-1.6189,39.3524,QC'd by Life Chemicals
109,49668847,24761416,COC1=CC=C(C=C1)OCCCN2C=CN=C2.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,3.237,,,,,,,,,,5.8137,5.7905,6.4269,5.9391,6.8702,4.2052,3.1265,3.1949,7.2527,8.3021,-5.7265,3.237,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 1,-7.946,,,,,,,,,,5.997,2.8486,-1.3493,0.7496,-8.8456,-5.997,-17.0915,-15.8921,-20.9895,-46.027,-14.9925,-7.946,,,QC'd by Chem Div
110,26664798,93572,C1=CC=C2C(=C1)C=CC(=C2N=NC3=NC=CS3)O,Inconclusive,10,,,Quencher,89.1251,28.3304,,Complete curve; partial efficacy,-4.05,2.3332,0.9543,-35.8084,-7.478,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-32.757,,,,,,,,,,,,-4.9817,-12.0529,-8.9765,-7.2606,-7.0715,-7.9901,-6.542,-8.5287,-9.9078,-16.1268,-31.636,-32.757,Partial curve; high efficacy,-4.199,1.2475,0.9373,-173.8,2.1023,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-131.667,,,,,,,,,,-3.7879,8.4848,2.2727,1.9697,3.6364,6.8182,6.0606,-20.6061,-39.0909,-40.9091,-62.7273,-131.667,,,QC'd by NCI Chemotherapeutic Agents Repository
111,26749574,3938139,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-28.039,,,,,,,,,,,,-0.1331,1.9707,2.6297,3.3415,0.7103,0.9371,-0.1221,1.2452,-2.5604,-5.0281,-14.6633,-28.039,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-15.4421,,,,,,,,,,,,1.2453,11.8306,10.7098,5.7285,-1.4944,-3.1133,0.8717,10.0872,-3.6115,0.1245,-6.1021,-15.4421,QC'd by Microsource
112,24808945,762122,CC1=CC=C(N1C2=CC=C(C=C2)N(C)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,8.2864,,,,,,,,,,-0.1404,1.0867,-0.3198,-0.3249,-1.4809,0.8177,1.3005,-0.4649,0.0608,1.0539,2.906,8.2864,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0,-2.6987,,,,,,,,,,4.1979,9.8951,7.1964,5.5472,4.9475,15.2924,2.6987,8.6957,7.7961,-9.4453,2.2489,-2.6987,,,QC'd by Asinex Ltd.
113,49667970,1897383,C1=CC=C(C=C1)C(=O)NC2=C(C(=O)C(=C(C2=O)Cl)NC(=O)C3=CC=CC=C3)Cl,Inconclusive,10,,,Quencher,100,62.4479,,Complete curve; partial efficacy,-4,3.0654,0.9785,-68.0022,-5.5543,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-65.8352,,,,,,,,,,,,-11.0451,-10.2386,-7.3684,-5.471,-3.7669,-3.45,-0.8825,-4.239,-4.4171,-23.7964,-51.9123,-65.8352,Partial curve; high efficacy,-3.85,3.5117,0.9747,-131.215,8.9664,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-128.643,,,,,,,,,,,,15.5666,10.9589,15.9402,20.797,-0.4981,4.9813,1.4944,11.9552,0.7472,-2.8643,-66.3761,-128.643,QC'd by InterBioScreen
114,26747944,5702027,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCC(C(=O)NC(C(=O)N1)CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)CCCCC(C)C)C(C)O)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)CC.[Na+].[Na+].[Na+].[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,13.1452,,,,,,,,,,1.1954,0.4242,0.0351,0.0874,2.1198,2.4712,0.5437,3.3762,3.7346,5.1867,9.1378,13.1452,,,,,,,,,4,,12.2939,,,,,,,,,,16.9415,-2.6987,7.0465,-0.4498,0.5997,12.4438,3.1484,2.5487,-4.1979,-1.7991,11.2444,12.2939,,,QC'd by Microsource
115,24799349,16191020,CC(C1=NC=NC=C1)N(C)CC2=NC(=NO2)C3=CC=C(C=C3)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,18.5417,,,,,,,,,,2.5216,1.6575,-0.8053,0.1858,1.78,2.4589,3.6086,3.1581,4.1729,4.0191,7.5775,18.5417,,,,,,,,,4,0 0 0 0 0 0 0 1 0 1 0 0,15,,,,,,,,,,4.2424,-0.4545,-3.7879,0.4545,3.1818,-0.4545,-0.9091,10,7.8788,-0.9091,4.8485,15,,,QC'd by ChemBridge
116,50126128,24871458,CC1=CC2=C(C3C4=C(C[C@@](O3)(O2)C5=CSC=C5)C=C(C=C4)C#N)C(=O)N1CC6=CC=CC=C6,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 1 0,-11.8078,,,,,,,,-0.2965,-0.7613,4.4466,-6.751,-1.5188,-3.7142,-1.4035,-0.0808,0.3844,2.2768,5.0344,-11.8078,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0,-15.7421,,,,,,,,1.7991,3.4483,-41.0795,1.6492,6.8966,-1.3493,-3.5982,-4.6477,5.2474,10.6447,6.4468,-15.7421,,,,,QC'd by BUCMLD
117,49647097,729017,COC1=CC=C(C=C1)/C=C(\C#N)/C(=O)NCC2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0,4.4421,,,,,,,,,,-5.2986,-2.7329,-0.4983,1.0857,2.1082,1.6483,3.0713,-0.613,2.0768,2.8489,4.3102,4.4421,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0,14.8485,,,,,,,,,,2.1212,-2.4242,5.6061,1.0606,2.4242,-0.303,-1.9697,-28.0303,6.3636,-2.2727,-3.6364,14.8485,,,QC'd by InterBioScreen
118,29216050,6764,C1=CC2=C(C(=O)C(=O)C3=C2C=CC=N3)N=C1,Inconclusive,22,,,Inhibitor,141.254,63.8744,,,,,,,,4,,-0.8919,,,,,,,,,,-3.6641,-0.1752,-4.0927,-1.5796,1.3639,-1.0166,0.7701,-0.5227,-0.2425,-1.1833,-4.7828,-0.8919,,,Partial curve; partial efficacy,-3.85,2.1876,0.924,-54.9507,8.9236,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-48.6453,,,,,,,,,,,,19.8276,5.7882,9.2365,9.6059,13.1773,0.4926,4.4335,10.2217,4.6798,-6.5271,-20.8128,-48.6453,QC'd by Asinex
119,49672404,16286864,C1CN(CCN1CC(COC2=CC=C(C=C2)C#N)O)C(C3=CC=CC=C3)C4=CC=CC=C4,Active,42,,,Inhibitor,70.7946,95.2577,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,16.5972,,,,,,,,,,-3.7343,-2.5321,-1.6697,1.0238,2.3232,2.0419,2.7927,5.3746,7.7854,11.6364,17.5332,16.5972,,,Partial curve; high efficacy,-4.15,1.4641,0.9073,-97.0532,-1.7954,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-65.3894,,,,,,,,,,,,-8.2818,-3.5847,1.1125,3.0902,-0.618,-5.9333,-10.2596,-13.2262,-19.1595,-51.6687,-89.864,-65.3894,QC'd by Enamine
120,29215684,17756837,CN(C)C1=CC=C(C=C1)C(CCN2CCOCC2)C3=C(C=C(C4=C3OC(=O)C=C4)OC)OC,Inactive,0,,,Activator,63.2456,39.3366,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,29.6416,,,,,,,,,,-8.6853,-8.8234,-8.4708,-6.324,-5.787,-4.5465,-2.2594,-1.1881,4.4759,12.1071,22.1483,29.6416,,,Partial curve; partial efficacy,-4.199,1.1,0.7552,42,2.6634,2.2,0 1 0 0 0 0 0 0 0 0 0 0,32.5337,,,,,,,,,,7.0465,14.9925,-0.2999,0.2999,-5.6972,9.8951,5.997,13.3433,5.0975,9.1454,20.09,32.5337,,,QC'd by KUCMLD
121,49677662,7216388,CN1C2=C(C=N1)C(=NC(=N2)NCCCO)N3CCCCC3,Inactive,0,,,Inactive,,,,,,,,,,4,,3.5731,,,,,,,,,,-1.1343,-0.2879,-1.1172,1.219,0.3716,2.2234,2.3245,2.3291,-0.9165,1.6027,2.2393,3.5731,,,,,,,,,4,1 0 0 0 0 1 0 0 0 0 0 0,-1.7991,,,,,,,,,,-1.3493,12.7436,8.096,7.7961,10.045,14.3928,5.2474,-0.2999,7.0465,5.2474,-2.9985,-1.7991,,,QC'd by Life Chemicals
122,49667248,20855961,CCCN(CCC)CCCNC(=O)C1=CC2=C(S1)C3=CC=CC=C3NC2=O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,25.7443,,,,,,,,,,2.6425,3.2988,2.8996,1.3191,2.7546,4.0909,4.5823,5.543,4.0143,7.784,14.9448,25.7443,,,,,,,,,4,,-0.4545,,,,,,,,,,-9.697,2.7273,-0.6061,-4.0909,-8.6364,3.4848,3.6364,-1.5152,8.6364,3.9394,-1.3636,-0.4545,,,QC'd by Chem Div
123,24828068,3253517,CCCCC(=O)NC(=S)NC1=NN(N=N1)CCC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,7.0805,,,,,,,,,,1.7987,0.4077,1.4299,2.9459,4.264,4.1244,2.8863,2.1943,3.1439,2.8495,3.5785,7.0805,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-5.6061,,,,,,,,,,13.1818,-7.8788,-5.4545,0.6061,-3.3333,-1.0606,2.5758,-3.6364,-1.0606,-8.1818,-11.3636,-5.6061,,,QC'd by Enamine
124,11112549,19675,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,Inconclusive,10,,,Fluorescent,25.1785,42.2356,,Partial curve; partial efficacy,-4.599,1.4163,0.9788,42.4313,0.1957,2.2,0 0 0 0 0 0 0 0 0 0 0 0,33.7561,,,,,,,,,0.2319,-1.9203,0.2569,-0.3997,0.542,0.018,2.215,4.5314,7.3367,10.0694,20.3867,33.7561,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,22.3388,,,,,,,,,-5.3973,5.0975,3.7481,-2.2489,7.4963,4.7976,6.2969,9.7451,11.6942,12.2939,22.3388,22.3388,,,,QC'd by Prestwick
125,4238894,3234002,COC1=CC=C(C=C1)NC(=O)N2CC[C@]3(C2)CCCN(C3)C(=O)C4=CSN=N4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0,12.0025,,,,,,,,,,-9.4836,-8.7787,-5.2751,-7.3246,-38.1758,-4.4801,-3.0773,1.029,-1.8695,1.3619,4.7591,12.0025,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0,17.3913,,,,,,,,,,-14.6927,0.5997,3.7481,-0.1499,-61.1694,6.2969,-4.6477,-14.9925,5.2474,4.3478,13.6432,17.3913,,,QC'd by Pharmacopeia
126,17511697,931356,COC1=C(C(=O)C2=CC=CC=C2C1=O)NC3=CC=CC=C3,Inconclusive,22,,,Inhibitor,112.202,64.7976,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-22.7902,,,,,,,,,,,,-7.0815,-6.6067,-5.9394,-3.3038,-2.1079,1.9933,0.1771,-3.3617,-5.5509,-2.7196,-10.5419,-22.7902,Partial curve; partial efficacy,-3.95,1.2876,0.9552,-60.3736,4.424,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-50.3113,,,,,,,,,,,,1.3699,4.1096,2.1171,11.208,1.1208,5.604,1.6189,-3.1133,-10.3362,-17.061,-27.1482,-50.3113,QC'd by InterBioScreen
127,49673274,2475352,C1=CC=C(C=C1)S(=O)(=O)NCCC2=CNC3=CC=CC=C32,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-27.8582,,,,,,,,,,,,-11.4078,-10.7885,-10.4481,-8.2524,-5.7385,-2.9414,-3.0509,-1.8905,-3.2173,-2.5204,-6.2088,-27.8582,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,2.6152,,,,,,,,,,,,16.812,13.8232,10.5853,5.1059,3.9851,1.9925,4.9813,4.1096,0.4981,10.3362,5.4795,2.6152,QC'd by Enamine
128,49666030,3756138,C1=CC=C(C=C1)C(C(C(=O)NC2=NC=CS2)Br)Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0,20.6409,,,,,,,,,,,,-8.7547,-8.9201,-6.8153,-3.5373,-4.685,-5.6548,-2.9985,-1.9985,-4.2849,-7.4994,-13.42,20.6409,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-29.0162,,,,,,,,,,,,11.5816,9.34,5.7285,10.9589,3.4869,8.5928,5.2304,1.6189,-2.9888,2.8643,-1.7435,-29.0162,QC'd by Key Organics Ltd.
129,17406742,6873600,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC(=CC(=C2)OC)OC)COC3=CC4=CC=CC=C4C=C3,Inconclusive,20,,,Inhibitor,22.4404,54.1591,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,12.0084,,,,,,,,,,-2.161,-0.0576,0.16,1.0821,4.9769,1.5173,2.2099,0.7567,0.816,-1.6049,9.0057,12.0084,,,Complete curve; partial efficacy,-4.649,4.9549,0.9087,-48.6591,5.5,-1.2,0 0 0 0 0 0 0 0 0 0 0 1,-12.5758,,,,,,,,,,-2.8788,3.9394,5.4545,-3.1818,15.7576,5.7576,3.1818,13.9394,4.8485,-40.6061,-45.6061,-12.5758,,,QC'd by DPISMR
130,857873,659218,CC(=O)O[C@H]1CSC[C@H]1NC(=O)C2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,1.6365,,,,,,,,,,-5.4511,-5.3518,-1.1493,-1.2406,0.1364,-0.2993,0.0943,0.1649,-1.322,-1.2919,1.1925,1.6365,,,,,,,,,4,,7.1212,,,,,,,,,,-2.1212,-7.4242,1.8182,3.4848,-11.8182,4.3939,-2.7273,0.4545,-1.6667,-3.7879,-2.8788,7.1212,,,QC'd by DPISMR
