1852570,"AUC (0 to t) in Sprague-Dawley rat at 5 mg/kg, iv",CHEMBL5107292,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852569,"Cmax in Sprague-Dawley rat at 15 mg/kg, po",CHEMBL5107291,ChEMBL,ChEMBL,Confirmatory,1,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852568,"Cmax in Sprague-Dawley rat at 5 mg/kg, iv",CHEMBL5107290,ChEMBL,ChEMBL,Confirmatory,1,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852567,"MRT in Sprague-Dawley rat at 15 mg/kg, po",CHEMBL5107289,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852566,"MRT in Sprague-Dawley rat at 5 mg/kg, iv",CHEMBL5107288,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852565,"Half life in Sprague-Dawley rat at 15 mg/kg, po",CHEMBL5107287,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852564,"Half life in Sprague-Dawley rat at 5 mg/kg, iv",CHEMBL5107286,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852563,"Tmax in Sprague-Dawley rat at 15 mg/kg, po",CHEMBL5107285,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852562,Metabolic stability in human liver assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107284,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852561,Metabolic stability in Crab eating monkey liver assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107283,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852560,Metabolic stability in Beagle dog liver assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107282,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852559,Metabolic stability in Sprague-Dawley rat liver assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107281,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852558,Metabolic stability in CD-1 mouse liver assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107280,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852557,Metabolic stability in human liver microsome assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107279,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852556,Metabolic stability in Crab eating monkey liver microsome assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107278,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852555,Metabolic stability in Beagle dog liver microsome assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107277,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852554,Metabolic stability in Sprague-Dawley rat liver microsome assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107276,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852553,Metabolic stability in CD-1 mouse liver microsome assessed as intrinsic clearance measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107275,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
1852552,Metabolic stability in human liver microsome assessed as half life measured upto 60 min by UPLC-MS/MS analysis,CHEMBL5107274,ChEMBL,ChEMBL,,,1,,2023/06/29 00:00,2023/06/29 00:00,"Title: Discovery of Novel, Potent, and Selective Small-Molecule Menin-Mixed Lineage Leukemia Interaction Inhibitors through Attempting Introduction of Hydrophilic Groups._||_Abstract: Introduction of the <i>N</i>,<i>N</i>-dimethylaminoethoxy group to pyrido[3,2-<i>d</i>]pyrimidine led to the discovery of menin-mixed lineage leukemia (MLL) interaction inhibitor <b>C20</b>. <b>C20</b> showed strong binding affinity to menin protein and achieved sub-micromolar potency in cell growth inhibition. <b>C20</b> had good selectivity for the inhibition of the interaction between menin and MLL in the kinase profile evaluation. Pharmacokinetic studies demonstrated that <b>C20</b> possessed good stability and low clearance rate in liver microsomes and acceptable bioavailability in rats. Subsequent oral administration of <b>C20</b> showed potent antitumor activity in the MV4;11 subcutaneous xenograft models of MLL-rearranged leukemia. The docking study showed that <b>C20</b> bound highly with menin, and the <i>N</i>,<i>N</i>-dimethylaminoethoxy group occupied the F9 pocket of menin. This study proved that introducing a hydrophilic group into the F9 pocket of menin would be a new strategy for the design of menin-MLL interaction inhibitors with potent binding affinity and improved physical properties. "
